index,name,score,dtm,text,app_name
12994,Yvonne Ting,5 顆星,2022年1月3日,thumbs up thumbs up thumbs up,富邦行動銀行
1216,林家弘,5 顆星,2023年4月21日,使用方便,國泰世華網路銀行CUBE
15949,Qianghui Zheng,1 顆星,2021年12月20日,現在 到底 是 能 用 不能 用 ？ 不能 用 說 一聲 好 刪除 別佔用 空間,第一銀行 第e行動
29168,周美慧,5 顆星,2022年2月22日,操作 介面 簡單 明 瞭 ， 可以 節省 不少 時間 ！,DBS digibank TW 星展行動銀行
21262,張瀚中,3 顆星,2022年2月18日,以前 很 好 用 ， 最近 要 打開 都 要 看 運氣 ， 不 一定 開得 起來 ， 點了 之 後 就 停住 ， 然後就 沒有然 後 了 ~ ~ ， 手機 是 oppo,玉山行動銀行
10305,劉士楷,4 顆星,2023年7月15日,要 登入 要 我 更新 憑證 ， 但 沒 有 更新 選項 無法 使用,富邦行動銀行
10918,張步雲,1 顆星,2023年7月14日,更新 後 無法 下載 ， 爛到 極點,富邦行動銀行
14380,林錢,2 顆星,2023年1月6日,更新 完無法 截圖 ， 不好 用,元大銀行 Yuanta Commercial Bank
23601,黃茱蒂,4 顆星,2022年10月8日,更新 後 無法 登入 ， 已經 好 幾天 了 ， 大家 的 留言 ， 請問 研究 人員 是 沒 看到 嗎 ？ 網路 銀行 很 重要 ！ 很 重要 ！ 很 重要 ！ 重要 的 話 要 說 三次 ， 請 多 加快速度 ， 還給 大家 一個 正常 的 行動 網路 銀行 ， 謝謝,台新銀行行動銀行
27593,Atung K,1 顆星,2022年10月10日,這幾天 ， 這個 app ， 出現 閃退 問題 ， 無法 使用 ？ ？ ？,新光銀行
22792,D N,1 顆星,2023年7月14日,沒有 關閉 推銷類 通知 的 設定,凱基銀行
3191,張志誠,5 顆星,2022年4月26日,good,國泰世華網路銀行CUBE
6069,江政亭,1 顆星,2022年12月21日,無法 使用 ....,中國信託行動銀行 Home Bank
15885,田昕杰,5 顆星,2022年1月2日,不錯 ， 算是 比較 簡便 的,第一銀行 第e行動
18038,Ronald tsai,5 顆星,2024年1月21日,好用 ， 櫃 檯 人員 解答 也 很 親切 專業,華南銀行+
28804,Kuo Y.H. (華),2 顆星,2023年12月27日,隨便 按個 東西 就要 驗證碼 …,DBS digibank TW 星展行動銀行
28255,Shang Hua Wu,2 顆星,2022年9月15日,開戶 時 ， 輸入 代號 、 密碼 階段 ， 不停 當機,LINE Bank
30688,方中平,1 顆星,2023年12月14日,台灣 美學 的 介面 …,臺灣銀行-網路銀行隨身版
7890,楊凱崴,5 顆星,2022年3月21日,註 冊 時 說 我 已 註 冊 成功 登入 時 又 說 我 沒 註 冊 ？ ？ ？ ？ ( 客服 快速 解決 ),中國信託行動銀行 Home Bank
7821,菲菲,1 顆星,2022年3月24日,更新 後 登入 速度 超級 慢,中國信託行動銀行 Home Bank
25129,鶴月璃,3 顆星,2023年8月17日,喜歡 舊 的 介面,Richart
23684,JHEN-YU WU (BABY),5 顆星,2022年8月9日,' awesome !,台新銀行行動銀行
13074,Xing M.,5 顆星,2021年12月8日,thumbs up thumbs up thumbs up,富邦行動銀行
29331,Fang-Yu Hsu (Lydia),1 顆星,2023年9月1日,拍證件 系統 判定 超詭異 ， 無論 怎麼 拍 都 不行 ， 給 朋友 看 也 都 覺得 沒 反光 怎麼 會 一直 跳 反光 ？ 搞 了 一個 小 時終 於 拍 好 送 出 ， 結果 客服 “ 誤以 為 ” 不是 用 正本 拍 的 要求 補件 重拍 ， 線上 開戶 本來 就是 為 了 簡化 流程 結果 搞 的 比 臨櫃 開戶 還麻煩 ， 有 夠爛 的 ！,將來銀行 NEXT BANK
14489,cj liu,1 顆星,2022年10月19日,停 在 % 進不去,元大銀行 Yuanta Commercial Bank
19797,ma ya,5 顆星,2023年9月15日,便利 實用,玉山行動銀行
19849,王小玉,1 顆星,2023年8月12日,無法 下載 新 版本,玉山行動銀行
8850,杜婕雅,5 顆星,2022年1月24日,很棒,中國信託行動銀行 Home Bank
16395,錢東東（寶哥）,5 顆星,2023年12月23日,好棒,永豐行動銀行
27388,YV C,3 顆星,2023年9月9日,改版 後 登入 的 圖 形密碼 沒有 了,新光銀行
28271,王善保,5 顆星,2022年9月1日,很 方便,LINE Bank
25689,小黑蚊,1 顆星,2022年11月25日,繳費 功能 整個 不見 了 ， 怎麼 回事 ， 已經 是 最新版 ， 都 空白,Richart
29733,C.H,1 顆星,2022年7月20日,實體 atm 開卡 說 身份 證後 碼 ， 明明 輸入 正確 卻 說 我 輸入 錯誤 進 app 要 詢問 客服 ， 結果 說 「 請 稍候 ~ 分鐘 ， 我們 正在 安排 客服 人員 .... 同時 為 你 保留 等候 的 權益 ， 先 不要 離開 喔 」 ， 分鐘 後 又 跟 我 說 「 很 抱歉 久等 了 ， 因為 所有 客服 人員 都 在 忙碌 中 。 請 先離開 對話視 窗後再 回來 。 我們 將再 安排 客服 夥伴 用心 為 你 服務 。 」 傻眼 … face with rolling eyes,將來銀行 NEXT BANK
7569,Kimberly Wu,2 顆星,2022年4月9日,app 已經 一個 禮拜 都 登不進 去 了 ， 一直 顯示 安全 元件 加載 中 ， 我 已經 清除 暫存且 手機 也 更新 到 最新 版本 ， 不 知道 是 什麼 問題 .....,中國信託行動銀行 Home Bank
16515,Jaky Shen,5 顆星,2023年10月24日,快速 便利,永豐行動銀行
1549,Ada Lin,5 顆星,2023年2月3日,真的 是 用過 最好 用 的 行動 銀行 app ， 介面 非常 乾淨明 瞭且 極易 上手 ！,國泰世華網路銀行CUBE
2650,韓李玉鳳,5 顆星,2022年8月1日,剛剛 打開 而已 正細讀 相規定 條款 ， 以便 日 後 使用 ， 包括 那些 商家 有 優惠 活動 ？ 頁面 跑 太快 來 不及 看清楚 ， 已換 另外 畫面 ？,國泰世華網路銀行CUBE
26084,黃可波,2 顆星,2022年4月3日,三 不 五十 就要 跟 新,Richart
15423,廖庭愷,1 顆星,2022年10月7日,會 閃退 要 重新 安裝 無法 下載 一直 等待 中 / 無法 轉帳 一直 顯示 網路 有 問題,第一銀行 第e行動
20562,alice kuo,2 顆星,2022年9月12日,卡卡 的 ， 而且 app 也 多 ， 手機 滑 不太動,玉山行動銀行
12838,吳秀芳,5 顆星,2022年2月11日,每次 去 到 「 士林中 正路 」 上 的 實體 據點 ， 可以 體會 到 服務人員 的 真心 、 熱忱 的 服務 ， 很 想 幫 助您 ； 當然櫃 檯 人員 亦 是 如此 的 素質 和 熱度 ！ 哇 ！ 每次 去 到 該 據點 ， 都 感覺 十分 舒暢 。 另外 atm 和 網路 銀行 都 速度 超快 ， 感謝 工程 師的 用心 和 專業 。,富邦行動銀行
20532,陳先生,1 顆星,2022年9月29日,( : f,玉山行動銀行
15381,T Ko (Pan),1 顆星,2023年1月21日,垃圾 訊息 太多,第一銀行 第e行動
1773,Emma Tai,5 顆星,2022年12月27日,簡單 方便,國泰世華網路銀行CUBE
26209,吳和昌,5 顆星,2022年3月14日,很不錯 的 軟體,Richart
4017,Martin Hong,1 顆星,2022年1月12日,改來 改去 ， 越來 越 複 雜 ， 只是 好看 ， 很難 操作,國泰世華網路銀行CUBE
23031,同上葉天彰,5 顆星,2022年11月1日,新版 ， 下載 很慢 ， 不如 上版 順利 ， 翻閱 其它 功能 很 不 方便 ， 舊版 的 快速 又 方便,凱基銀行
12924,Yu Jung Huang,5 顆星,2022年1月14日,使用 簡單 ， 非常 方便 ！,富邦行動銀行
2897,李嘉峻,4 顆星,2022年6月27日,操作 可以 更 簡便些 。,國泰世華網路銀行CUBE
20089,Zoe S,5 顆星,2023年6月9日,好用,玉山行動銀行
1473,沈彤,1 顆星,2023年2月19日,超級 難用,國泰世華網路銀行CUBE
27079,Ryan,5 顆星,2023年11月24日,轉帳 速度 快 介面 容易 辨認,新光銀行
28301,Andy Yeung,1 顆星,2022年8月8日,狂 推貸款 真的 是 有夠 煩人 ， 推播 幾乎 每日 放送 ， 不勝 其擾 .,LINE Bank
20977,蔡文仕,5 顆星,2022年4月11日,使用方便,玉山行動銀行
11991,文,5 顆星,2022年10月3日,操作 簡單 ， 明 瞭 ， 好 上 手,富邦行動銀行
20256,Bruce Lan,1 顆星,2023年5月11日,一直 沒辦 法下載 明細 需要 轉帳 的 交易 紀錄 但 一直 沒辦法 打開 說 網路 不好 但 其他 功能 就 都 沒 有 問題 app 時不時 鬼 打牆 的 頻率 真的 是 太 高 了,玉山行動銀行
5440,wells111able,5 顆星,2023年6月2日,清楚 好用,中國信託行動銀行 Home Bank
4439,Vivi Lee (Vivi),5 顆星,2024年2月24日,很棒 的 服務,中國信託行動銀行 Home Bank
18272,涵湘連,4 顆星,2023年12月28日,非約定 轉帳 可否 提高 金額,華南銀行+
22622,芋地頭瓜,1 顆星,2020年7月27日,很 難用 ， 光是 登入 讀取 時間 就 很 久 ， 既然 要 開發 ， 為 什麼 連登入 問題 都 不能 完善 ?,合作金庫銀行
12807,顧文豪,5 顆星,2022年2月25日,好用,富邦行動銀行
17610,譚鬼鬼,3 顆星,2021年11月24日,要 我 更新 app 按 了 更新 ？ 到 這也 沒 更新 可 按 阿 ？ 不 更 還不給 使用 ？ 怎 回事 ？,永豐行動銀行
7143,曉華,1 顆星,2022年6月4日,非常 難用,中國信託行動銀行 Home Bank
8644,丁柏弈,1 顆星,2022年3月10日,我 的 手機 明明 就 沒 有 破解 之類 的 ， 但是 我 卻 無法 使用 本 app ? 為 此 感到 不解,中國信託行動銀行 Home Bank
21674,李姿儀,5 顆星,2021年10月9日,好,玉山行動銀行
12504,麥卡倫,5 顆星,2022年5月5日,簡單 明 瞭,富邦行動銀行
24567,Ching Hong Chuang,5 顆星,2024年3月25日,好用,Richart
9296,孫粉圓,5 顆星,2024年3月2日,很順,富邦行動銀行
21219,黃琦巽,5 顆星,2022年2月24日,服務品 質優,玉山行動銀行
1983,KaiHao Liu,1 顆星,2022年12月1日,沒有 通知 更新 ， 且 更新 時間 過久 造成 不便 ， 感覺 很 差,國泰世華網路銀行CUBE
13182,Winsome International,4 顆星,2021年11月13日,查詢 基金 不易,富邦行動銀行
2288,CHUN CHEN,1 顆星,2022年10月8日,現在 國泰世華系 統進 不 去 登入 頁 面 這當機 也 太 誇張 了 吧 ！,國泰世華網路銀行CUBE
19667,陳壬易,1 顆星,2023年10月14日,無法 登入 出現 錯誤 訊息 ~ ~,玉山行動銀行
13681,歐育智,5 顆星,2022年4月8日,讚 → infinity ️,兆豐銀行
915,葉喬伊斯,5 顆星,2023年7月28日,好用,國泰世華網路銀行CUBE
14975,Allen Chen,1 顆星,2021年12月30日,無法 登錄 ， 刪除 後 想 重新 安裝 卻 無法安裝 ， 怎麼 會 這樣,元大銀行 Yuanta Commercial Bank
21444,洪Sandra,3 顆星,2021年12月13日,既然 開發 人員未 提供 資訊 ， 是 要 更新 什麼 ， 還強 制要 更新 明年 才能 繼續 使用 ， 別 的 app 都 會 標明 更新 內容訊息,玉山行動銀行
31264,Dora Chang,1 顆星,2022年4月8日,更新 之後超 難用 ， 不實用 + 畫蛇 添足 的 功能 讓 人 一頭 霧 水 ， 還有 原本 轉帳 功能 都 很 正常 ， 剛剛 有事 要 轉帳 發現 竟然 不能 轉 ， 因為 多 了 安控 機制 要 申請 才能 正常 轉帳 ， 之前 也 沒 事先 通知 客戶 ！ 現在 滿 肚子 火 ， 網路 銀行 的 作用 就是 要 方便 ， 結果 搞成 這樣 爛透 了 ！ 更爛 的 是 還要 自己 搜尋怎麼 申請 ， 登入 網銀要 申請 竟然 又 說 簡訊 otp 認證 無法用 手機 申請 ！ 好 我 開電腦 電腦 申請 ！ 我 只是 要 申請 動態 簡訊 密碼 而已 ， 還要 安裝 安全 程式 ， 還 一定 要 插 讀卡機 ？ 就 為 了 申請 簡訊動態 密碼 ？ 到底 哪裡 有 問題 啊 ？ 好好 的 轉帳 功能 也 能 搞 成 這樣 ！ 哪來 的 工程 師讓 人 滿頭 問號 ？ ！ 什麼 年代 了 拜 託 ！ 簡訊動態 密碼 實務 應用 不是 只有 台灣 銀行 ， 但 搞 得 這麼 複 雜 只有 你 ！ 程式 是給 客戶 用 的 不是 給你 自己 用 的 好 嗎 ？,臺灣銀行-網路銀行隨身版
24634,Jesse Hong,3 顆星,2024年2月23日,是 沒 有 整個 收合 ！ 還會 有 露出 來 擋 到 ！ 活動 詳情 擋 到 下 排選單 🫠 希望 可以 線上 提供 圖片 就 好 ， 沒 有心力 打電話 ... speech balloon 在 “ 我 的 ” 頁 籤 ， 會 有 個 ” 好友 任務 活動 詳情 ” ， 會 擋 住 下排 的 頁 籤,Richart
19314,BOSS LIU,5 顆星,2024年1月29日,非常 棒,玉山行動銀行
18956,cloudhuang1,3 顆星,2022年8月21日,華銀 支付 舊版 的 還能 用 ， 新版 的 確掃 描不出 來 ， 登入 新版 改密 之 後 ， 舊版 的 又 不能 登入 ， 好麻煩,華南銀行+
3883,kan huang,5 顆星,2022年1月26日,下載 快速,國泰世華網路銀行CUBE
24834,許碧娟,4 顆星,2023年12月7日,更新 完 後 程式 進不去 ， 一直 顯示 戴入 中 ， 把 app 删 了 重載後才 可以 正常 開啟 ， 希望 下次 更新 不要 再 發生 這種 問題 。,Richart
31146,POHUNG LIU,1 顆星,2022年5月31日,不能 用,臺灣銀行-網路銀行隨身版
8554,紅袖,5 顆星,2022年3月12日,進去 了 。 有點慢 。 新 程序 要 在 精進 。,中國信託行動銀行 Home Bank
17110,張琦端,5 顆星,2023年1月5日,快速 方便 留下 記錄,永豐行動銀行
30159,卓漢騰,5 顆星,2023年12月19日,客服 回應 迅速,樂天國際商業銀行
8186,戴佳怡,1 顆星,2022年3月14日,為 什麼 下載 更新 一直 在 跑 完全 沒辦法 使用 啊 ？,中國信託行動銀行 Home Bank
22329,Jyun Hong,1 顆星,2021年8月16日,很 糟糕 ， 手機 app 登入 要 一個 密碼 ， 轉帳 要 一個 ssl 密碼 ， 金融 卡實體 轉帳 要 一個 密碼 ， 掃碼 付款 要 一個 密碼 ， 你們 是 吃 飽太閒 嗎 ？ 別家 都 指紋 辨識 就 可以 登入 轉帳 付款 了 ， 你們 還要記 組密碼 ， 是 要 抄 在 本子 上 比 較 安全 嗎 ？ 請 問密 碼本 遺失 的 機率 比 較 高 ， 還是 手指 遺失 的 機率 比 較 高 ？,合作金庫銀行
22201,CHRIS,1 顆星,2022年3月1日,用過 最爛 的 銀行 app 沒有 之一,合作金庫銀行
14088,黃婕毛,5 顆星,2021年7月10日,很 好 用 的 app ， 使用 他 我 基本上 繳 信用卡 費的 時候 都 不用 出門 也 不用 特地 去取 現金 ， 繳費後入 帳會 有 提醒 ， 像 我 這種 信用卡 帳單 一出 ， 就 很 神經質 早早 繳費 深怕 自己 忘記 的 人 ， 月底 總是 會 忘記 自己 到底 有 沒 有 繳費神 經質 的 想要 查帳 ， app 裡面 可以 直接 查找 ， 還會 告訴 你 你 這個 月 繳了 多少 是 全款 還是 部份 ， 真的 讓 我 這種 神經質 的 人 很 放心 。 但是 很久很久 以前 可以 查找 信用卡 額度 ， 但現 在 好像 沒辦 法用 app 找 ， 覺得 可以 再 把 這 功能 加回來 ， 我 刷卡 前有 查額度 的 習慣 ， 雖然 說 基本上 不會 刷 爆 ， 但是 就是 還是 會 想 神經質 的 差 一下 ， 還是 很 怕 會 有 刷 了 不過 的 糗 事 發生 ~,兆豐銀行
14955,林信吉,5 顆星,2022年1月7日,重新 安裝 好 幾次 ， 也 重開 機好 幾次 ， 還是 出 現系 統維護 中 ， 維護 好 幾天 了 ， 到底 要維護 多久 ， 謝謝 協助 ， 終於 可以 用 了 ， 評論星 也 修改 成 顆星 ， 謝謝,元大銀行 Yuanta Commercial Bank
15037,Li Cheng Chen,1 顆星,2021年12月6日,登不進 去,元大銀行 Yuanta Commercial Bank
14562,黃保錞,2 顆星,2022年8月23日,最近 怎麼 都 進不去 很煩 呢 ！,元大銀行 Yuanta Commercial Bank
19232,Haruhi,4 顆星,2024年2月19日,除了 轉帳 跟 扣款 都 會 在 半夜 黎明 之間 執行發 通知 ， 其他 都 很 好,玉山行動銀行
23521,陳家頡,3 顆星,2023年2月6日,轉帳 不能 輸入 密碼 angry face 要 重新 下載 才 可以 angry face,台新銀行行動銀行
25561,Charles Lo,5 顆星,2023年3月6日,還不錯,Richart
30506,Kevin Huang,3 顆星,2022年7月5日,pi 錢包 沒 辦法 建立 桌面 捷徑 很 不 方便 。 另外 建議 增加 無卡 提款 。,樂天國際商業銀行
30654,珊懷,1 顆星,2024年4月3日,很爛餒 ， 今天 去 銀行 開通 網路 銀行 ， 還沒 打 完 就 顯示 密碼 錯誤 又 鎖住,臺灣銀行-網路銀行隨身版
22886,Eason Liao,3 顆星,2022年12月3日,改版 看起 來 好多 了 ， 但 請問 怎麼 查詢 現金點 數及 及 使用 ？,凱基銀行
11853,pinga Knut,5 顆星,2022年12月10日,介面 清晰 使用方便,富邦行動銀行
8550,陳奕蒨,2 顆星,2022年3月12日,請 我 更新 軟體 點進 去 後 無法 更新 現在 也 無法 登入 網銀,中國信託行動銀行 Home Bank
6629,宋韋鈞,3 顆星,2022年8月31日,atm qr code 無法 正常 掃描 手機安卓,中國信託行動銀行 Home Bank
1903,鄧先生,1 顆星,2022年12月7日,新版 轉帳 後 無法 截圖 去 轉帳 紀錄 截圖 … 又 無法 隱藏餘額 越改越 難用,國泰世華網路銀行CUBE
22863,阿宏,1 顆星,2022年12月18日,"點入 app , 出現 要 你 下載 新版 ， 明明 已經 更新 ， 點入 後 ， 幾乎 就是 當機 不動 ， 沒有 專業 人 可以 拯救 這個 很 差 的 軟體 嗎 ？",凱基銀行
26421,張麻吉,5 顆星,2021年12月31日,方便 ， 實用,Richart
3707,吳芯儀,5 顆星,2022年2月24日,smiling face with heart-eyes,國泰世華網路銀行CUBE
13319,jay Sung,5 顆星,2023年12月7日,ultra 升級 安卓 後 ， 無法 使用 ， 請 跟上 安卓 版本 。,兆豐銀行
4561,Steven Lym,5 顆星,2024年1月22日,方便 好用 ， 轉帳 快速,中國信託行動銀行 Home Bank
1871,李孟庭,1 顆星,2022年12月9日,更新 無法 更新 客服 無法 解決 拖延 解決 時間 技術 無法 處理 請問 . 為 何在 海外 開漫遊 無法 更新 app . 所有 與 貴 公司 相關 軟體 都 要 同步 更新 ， 但是 造成 大家 無法 使用 之 情況 . 因 app 無法 使用 ， 所以 改 使用 網路 銀行 操作 匯款 ， 為 何還 需要 開啟 app 索取 交易 認證碼 ? 請 問是 系統 有 問題 ， 沒有 發現 問題 就 提供 給消 費者 使用 . 此軟體 在 海外 基本 遇到 貴 單位 更新 情況 ， 就 等同 是 一個 無效 app 跟 網頁 客戶 使用 權益 只限 台灣 當地 使用 ? 出國 ， 出差 都 只要 運氣 不好 就 遇上 貴 公司 更新 ， 並且 此 問題 去年 已經 發生過 一次 ， 最後沒有 解決 方案 ， 叫 我 只能 回台灣 處理 ， 實在 非常 失望 對貴 公司 的 信任 如果 此封 信件 有幸 ， 貴 公司 有人 可以 收到 並 了解 希望 可以 盡快 收到 友善 解決 以及 回覆 ， 我想 廣大用 戶會 對 貴 公司 的 印象 會 有所 改變,國泰世華網路銀行CUBE
29459,Tiger Lin,1 顆星,2023年2月18日,開戶 一直 閃退,將來銀行 NEXT BANK
728,Tierra Lin,5 顆星,2023年9月24日,版面 設計 很 好,國泰世華網路銀行CUBE
8803,林科呈,1 顆星,2022年1月31日,介面 超級 難用 ， 換手 機登入 帳號 也 很 麻煩,中國信託行動銀行 Home Bank
8173,林孫儀,1 顆星,2022年3月14日,慢慢 太慢,中國信託行動銀行 Home Bank
25607,Kaiji Chang,1 顆星,2023年1月20日,手機 轉帳 的 功能 根本 沒有 好好 測試過 ， 輸入 了 正確 的 取款 密碼 沒 收到 錢 反而 對方 已經 被 扣款 了 ， 現在點 連結 只 顯示 被 取消 ， 連這種 基本功能 都 不能 正常 使用 根本 無法 信任,Richart
27263,林志彰,1 顆星,2023年9月30日,請 問為何 新版 app 沒有 入帳 通知 ？ 尤其 是 凌晨 的 時候 ！ 非常 不 方便 ！ ！ ！ ！ ！,新光銀行
9489,黑Rain,1 顆星,2024年1月1日,每次 登錄 說 已經 成功 登錄 。 但 畫面 一直 轉 圈圈 到底 是 要 讓 人 怎麼 使用,富邦行動銀行
16885,吳克龍,5 顆星,2023年4月25日,轉帳 速度 快,永豐行動銀行
25922,溫秀菱,5 顆星,2022年7月2日,業面 清楚 易 操作,Richart
12276,蔡弘智,5 顆星,2022年7月7日,清楚 明 瞭好 操作 。,富邦行動銀行
1008,楊承憲,2 顆星,2023年6月24日,只是 此次 之 人 就是 一直 如此,國泰世華網路銀行CUBE
1178,鄭綺虹,5 顆星,2023年5月2日,行員 推廣數位 ， 但 仍給 我 足夠 資訊 與 幫忙 ， 讓 我省 下 不少 手續費 ， 感謝,國泰世華網路銀行CUBE
1413,蚩尤,5 顆星,2023年3月4日,轉出 轉入 帳款 隨即 通知,國泰世華網路銀行CUBE
9637,吳崴涵,1 顆星,2023年11月18日,今日 app 一直 顯示 開啟 錯誤,富邦行動銀行
26494,天羽夏月,5 顆星,2021年12月3日,吉祥物 的 狗狗 很 可 愛 ， 算是 當初 吸引 我 的 一個點 ， 然 後 介面 的 風格 也 滿 好 上 手 的,Richart
2887,陳坤龍,4 顆星,2022年6月28日,方便,國泰世華網路銀行CUBE
16896,SAGA,1 顆星,2023年4月18日,不能 用 指紋 辨識 ， 還要 親自到 銀行 辦理 ， 規定 這麼 麻煩 還真 特別 。,永豐行動銀行
31270,Maxine Su,2 顆星,2022年3月31日,為 什麼 公股 銀行 的 app 介面 做成 這樣 ， 真的 跟國 泰世華 / 台新 不能 比 ， 麻煩 也 看看 私銀 的 介面 ， 為 什麼 人家 可以 做成 那樣 ， 還有 設計 美感 實在 是 .... 提高 一點 競爭力 好 嗎 ？,臺灣銀行-網路銀行隨身版
9547,Liming Shih,5 顆星,2023年12月6日,操作 方便,富邦行動銀行
11606,Nicole Shen,5 顆星,2023年4月3日,帳戶 金額 每次 看 都 不是 很 即 時 的,富邦行動銀行
540,高凱筠,1 顆星,2023年11月28日,更新 完變 了 樣 字 都 錯亂 重疊 到底 ...,國泰世華網路銀行CUBE
11034,賴寶珠,1 顆星,2023年7月14日,超爛 的 ！ 說 要 更新 才 可以 用 都 沒 有 可以 更新 的 畫面 一直 說 要 更新,富邦行動銀行
11227,楊鎮穆,5 顆星,2023年7月14日,good app !,富邦行動銀行
25990,謝裕民,5 顆星,2022年5月23日,nice,Richart
7853,OO l,1 顆星,2022年3月22日,更新 後 難用 ， 要 馬 跑 不動 ， 換匯 理由 一直 選 不到 正確 的,中國信託行動銀行 Home Bank
489,allen W,1 顆星,2023年12月8日,改版 後 ， 轉帳 變 的 好 難用 ， 已經用 了 好 幾年 ， 固定 每月 要 轉房 貸到 其他 銀行 ， 結果現 在 轉帳 一直 顯示 要 非約轉 功能 ， 要 設定 交易 認證碼 ， 以前 轉帳 不是 就要 驗證碼 了 ， 現在 又 要 設定 。 照著步 驟 設定 ， 又 顯示 限 本人 手機 才能 設定 ， 不然 就要 臨櫃 。 真的 搞 的 以 為 大家 都 很 閒 嗎,國泰世華網路銀行CUBE
31362,Bai Jeffrey,1 顆星,2021年10月28日,超爛 ， 一直 登入 失敗 或 登入 後 立即 顯示 登入 過期 ， 幾乎 無法 使用,臺灣銀行-網路銀行隨身版
25153,POLO,2 顆星,2023年8月14日,新版 無法 推出 app 只能 用 手機 回首 頁 強制 推出,Richart
28993,黑雁,1 顆星,2023年8月14日,我 是 原 花旗 用戶 ， 沒 本事 就 不要 吃 下 花旗 ， 註 冊 帳 號 從 早上 到 下午 試 了 多次 ， 不是 系統 出錯 就是 使用 人數 達 上限 ， 客服 等 了 分鐘 也 排 不到 ， 真的 有夠 鳥,DBS digibank TW 星展行動銀行
16348,陳榮明,1 顆星,2024年1月11日,不好 用 ， 沒 人性 的 app,永豐行動銀行
24271,Marian Chao,1 顆星,2022年1月12日,無法 更新 版本 ， 移除 後 無法 下載 。,台新銀行行動銀行
25923,林燕燕,5 顆星,2022年7月1日,很 簡單 方便 ， 沒什麼 好 挑剔 的 ~ ~,Richart
11525,Holiday Vivid,5 顆星,2023年4月23日,app 有持續 在 進步 更新 ， 給你們 五顆 星,富邦行動銀行
21753,王李淑卿,5 顆星,2024年1月5日,很 實用,合作金庫銀行
3381,周豪健,1 顆星,2022年4月5日,繳費前 有 更新 ， 更新 完之後就 一直 登不進 去 ， 客服 也 被 打爆 ， 客服 也 打 不 進去 ， 急著要 繳費 ， 不 知道 要 怎麼 辦 ， 不知所措 ， 這 真的 是 一家 好 的 銀行會 讓 客戶 這樣 糟糕 的 體驗 嗎 ？,國泰世華網路銀行CUBE
31369,devil yeh,2 顆星,2021年10月25日,更新 後 卡 在 一開始 的 頁 面 ， 拒絕 ， 接受 按鍵 完全 沒 作用,臺灣銀行-網路銀行隨身版
14774,張沛琪,1 顆星,2022年5月10日,超級爛 的 app ， 根本 不能 用 還暫 空間 。 。 。 。,元大銀行 Yuanta Commercial Bank
30758,Queena Wu,1 顆星,2023年9月12日,指紋 登入 狂 當機 ， 根本 進不去,臺灣銀行-網路銀行隨身版
26867,邱麗玲,5 顆星,2023年11月26日,很 方便,新光銀行
3339,郭柏志,5 顆星,2022年4月5日,方便 好用,國泰世華網路銀行CUBE
16957,胡博揚,5 顆星,2023年4月6日,操作 簡單 就是 好用,永豐行動銀行
23584,查查查珮怡,1 顆星,2022年11月7日,證券戶 辦 了 十次 過 不了 流程 有 問題 系統爛 透 了,台新銀行行動銀行
3869,Kakulaca Bal,1 顆星,2022年1月27日,拉基 ， 資訊 輸入 無誤 一直 顯示 開卡訊息 有 錯誤 ， 他 馬 搞 半天 還是 得 打電話 浪費 時間 幹 ， 看 過爛 的 沒 看 過爛 的 這麼 讓 人 無言 的,國泰世華網路銀行CUBE
21944,Wei Krishna,1 顆星,2023年3月16日,每次 登入 就 跳 要求 權限 的 畫面 ， 已 全部 允許 了 ( 莫名其妙 的 要求 權限 ) ， 之 後 每次 登入 還是 照 跳入 權限 設定 畫面 。 另外 ， 已 在 線 上 更新 了 使用者 代號 和 密碼 ， 登入 時 還是 一直 顯示 資料 錯誤 ， 完全 沒有 在 做 系統 的 修正 ！ 爛透 了 ！ 已經 確定 了 好 幾次 ， 也 臨櫃 找 行員 確認 了 是 app 的 問題 。,合作金庫銀行
30303,不良,5 顆星,2023年4月6日,實用,樂天國際商業銀行
30906,K.H. LIU,1 顆星,2022年12月12日,這幾個 月 網路 銀行 根本 無法 登錄 ... ， 其他 家 的 銀行 app 都 沒 這些 奇怪 的 問題 ， 建議 不想 搞 網路 這塊 就 乾脆 不要 弄 ， 弄 一個 半成品 一點 意義也 沒有 。,臺灣銀行-網路銀行隨身版
25584,錢錢來也,1 顆星,2023年2月10日,客服 電話 真的 很難 打 都 已經 等候 將近 十分 鐘啦 ！ ： 真的 很難 打進 去,Richart
11228,Cp Hung,5 顆星,2023年7月14日,超好 用,富邦行動銀行
22036,李成偉,2 顆星,2022年9月23日,已經開 啟薪 轉及 匯款 入帳 通知 但是 還是 不會 發出 通知,合作金庫銀行
13662,林竣義,3 顆星,2022年4月19日,常常 當機 是 怎樣,兆豐銀行
18402,Edison Lin,1 顆星,2023年7月13日,按下 指紋 辨識 後 ， 無法 順利 開啟 app ( 一直 轉 圈圈 ),華南銀行+
23597,H.C Tsai,1 顆星,2022年10月13日,無法 登入,台新銀行行動銀行
16488,劉文弘,5 顆星,2023年11月7日,非常 方便 ， 且 有 轉帳 手續費 優惠 ， 超 讚 ！,永豐行動銀行
17810,邱明忠,5 顆星,2021年6月2日,很 好,永豐行動銀行
6131,Derek Lee,5 顆星,2022年12月5日,enrich coupon,中國信託行動銀行 Home Bank
